Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Bench1Kg,Bench2Kg,Bench3Kg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,MeetCountry,MeetState,MeetName,Federation,Date,Sanctioned
Catherine Brimage,F,B,Single-ply,,Open,56.0,56,,,,,,,,,,40.0,1,46.36,47.06,41.63,26.16,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Terry Ticehurst,M,B,Single-ply,,Sub-Juniors,56.0,56,,,,,,,,,,52.5,1,46.99,47.79,46.86,27.69,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Antoinette Bennett,F,B,Single-ply,,Sub-Juniors,60.0,60,,,,,,,,,,60.0,1,66.51,66.89,59.1,37.37,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Michael Ticehurst,M,B,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,70.0,1,53.95,53.97,52.39,29.69,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Ashley Lukey,M,B,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,,DQ,,,,,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Stephen Pope,M,B,Single-ply,,Open,67.5,67.5,,,,,,,,,,85.0,1,65.51,65.54,63.62,36.05,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Graham Sims,M,B,Single-ply,,Masters 1,67.5,67.5,,,,,,,,,,107.5,1,82.86,82.88,80.45,45.59,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
David Beames,M,B,Single-ply,,Open,75.0,75,,,,,,,,,,130.0,1,93.26,92.63,89.51,50.05,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Pam Hancock,F,B,Single-ply,,Masters 1,75.0,75,,,,,,,,,,60.0,1,58.44,57.04,50.17,32.9,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Debbie Matthews,F,B,Single-ply,,Open,75.0,75,,,,,,,,,,50.0,1,48.7,47.53,41.81,27.42,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Geoff King,M,B,Single-ply,,Masters 1,75.0,75,,,,,,,,,,95.0,1,68.16,67.69,65.41,36.57,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Alan Woods,M,B,Single-ply,,Open,82.5,82.5,,,,,,,,,,155.0,1,105.0,103.84,99.91,55.41,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Harvey Huxtable,M,B,Single-ply,,Masters 2,90.0,90,,,,,,,,,,140.0,1,90.52,89.38,85.66,47.23,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Glen Mount,M,B,Single-ply,,Juniors,90.0,90,,,,,,,,,,130.0,1,84.06,82.99,79.54,43.85,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Dan Bellon,M,B,Single-ply,,Juniors,90.0,90,,,,,,,,,,130.0,2,84.06,82.99,79.54,43.85,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Donna Jaensch,F,B,Single-ply,19.5,Juniors,,90+,,,,,,,,,,52.5,1,,,,,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Michael Lukey,M,B,Single-ply,,Open,110.0,110,,,,,,,,,,140.0,1,82.92,82.39,78.74,42.59,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Dean Bennett,M,B,Single-ply,,Masters 2,125.0,125,,,,,,,,,,150.0,1,85.01,85.48,81.8,43.53,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Bernie Sharp,M,B,Single-ply,45.5,Masters 1,,125+,,,,,,,,,,130.0,1,,,,,,Australia,SA,Colossus Bench Press Challenge 1st Qualifier,AusPF,1993-02-28,Yes
Pam Hancock,F,SBD,Single-ply,,Masters 1,67.5,67.5,,,,,,,,,,252.5,1,260.68,257.71,227.33,43.9,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Michael Venning,M,SBD,Single-ply,,Masters 1,60.0,60,,,,,,,,,,190.0,1,160.37,162.05,158.24,27.31,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Frank Papp,M,SBD,Single-ply,42.5,Masters 1,82.5,82.5,,,,,,,,,,370.0,1,250.64,247.87,238.5,42.88,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
James Harrap,M,SBD,Single-ply,,Masters 1,90.0,90,,,,,,,,,,510.0,1,329.77,325.58,312.04,56.28,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Bernie Sharp,M,SBD,Single-ply,48.5,Masters 1,,125+,,,,,,,,,,620.0,1,,,,,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Graham Sims,M,SBD,Single-ply,,Masters 2,75.0,75,,,,,,,,,,405.0,1,290.56,288.59,278.84,49.76,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Charles McMahon,M,SBD,Single-ply,,Masters 2,75.0,75,,,,,,,,,,397.5,2,285.18,283.24,273.68,48.84,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Donna Jaensch,F,SBD,Single-ply,22.5,Juniors,75.0,75,,,,,,,,,,361.0,1,351.61,343.18,301.88,59.59,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Angela Sharp,F,SBD,Single-ply,,Juniors,82.5,82.5,,,,,,,,,,265.0,1,245.95,238.49,208.76,41.98,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Daniel Thomas #1,M,SBD,Single-ply,,Juniors,60.0,60,,,,,,,,,,374.0,1,315.67,318.97,311.48,53.75,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Chad Muir,M,SBD,Single-ply,,Juniors,67.5,67.5,,,,,,,,,,355.0,1,273.62,273.71,265.69,46.8,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Terry Hunter,M,SBD,Single-ply,,Juniors,75.0,75,,,,,,,,,,475.0,1,340.78,338.47,327.04,58.36,Yes,Australia,SA,SA Masters & Junior Championships,PA,1996-03-24,Yes
Silvana Venditto,F,SBD,Single-ply,,Open,48.0,48,,,,,,,,,,295.0,1,380.68,390.7,347.76,63.63,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Kathy Hughes,F,SBD,Single-ply,26.5,Open,52.0,52,,,,,,,,,,287.5,1,350.43,358.41,317.7,58.55,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Mari Beni,F,SBD,Single-ply,,Open,52.0,52,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Jill Walker,F,SBD,Single-ply,,Open,52.0,52,,,,,,,,,,285.0,2,347.39,355.29,314.93,58.04,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Phoebe Woods,F,SBD,Single-ply,31.5,Open,60.0,60,,,,,,,,,,355.0,1,393.53,395.78,349.7,65.94,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Ingrid Cutlen,F,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,347.5,2,385.22,387.42,342.31,64.54,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Anne Mort,F,SBD,Single-ply,36.5,Open,67.5,67.5,,,,,,,,,,397.5,1,410.38,405.7,357.88,69.11,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Sherie McMahon,F,SBD,Single-ply,31.5,Open,67.5,67.5,,,,,,,,,,322.5,3,332.95,329.15,290.36,56.07,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Bev Smith,F,SBD,Single-ply,39.5,Open,67.5,67.5,,,,,,,,,,385.0,2,397.47,392.94,346.63,66.94,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Julie Ann Holmes,F,SBD,Single-ply,29.5,Open,82.5,82.5,,,,,,,,,,452.5,1,419.98,407.24,356.47,71.68,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Robyn May,F,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,410.0,2,380.53,368.99,322.99,64.95,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Greg Lancaster,M,SBD,Single-ply,,Open,56.0,56,,,,,,,,,,422.5,1,378.16,384.62,377.1,64.1,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Shane Rogers,M,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,432.5,3,365.05,368.87,360.2,62.16,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Tony Zappia,M,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,535.0,1,451.56,456.29,445.57,76.89,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Tim Asepe,M,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Ray Hope,M,SBD,Single-ply,20.5,Open,60.0,60,,,,,,,,,,465.0,2,392.48,396.59,387.27,66.83,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
David Kent,M,SBD,Single-ply,27.5,Open,67.5,67.5,,,,,,,,,,510.0,2,393.08,393.22,381.69,67.24,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Brad Sutton,M,SBD,Single-ply,22.5,Open,67.5,67.5,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Jagdish Lai,M,SBD,Single-ply,,Open,67.5,67.5,,,,,,,,,,555.0,1,427.76,427.91,415.37,73.17,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Will Grati,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,590.0,2,423.28,420.41,406.22,72.49,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Peter Rellos,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,650.0,1,466.32,463.16,447.53,79.86,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Dave E Smith,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Alan Scherini,M,SBD,Single-ply,29.5,Open,75.0,75,,,,,,,,,,575.0,3,412.52,409.72,395.89,70.65,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Eric Yameng,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Brett Johns #2,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,575.0,1,389.5,385.2,370.63,66.63,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Brett Smartt,M,SBD,Single-ply,34.5,Open,82.5,82.5,,,,,,,,,,550.0,3,372.57,368.45,354.52,63.74,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Dan Baker #2,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,560.0,2,379.34,375.15,360.97,64.9,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Simon Bradstock,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Dave Smith #2,M,SBD,Single-ply,32.5,Open,82.5,82.5,,,,,,,,,,560.0,1,379.34,375.15,360.97,64.9,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Shane Stringer,M,SBD,Single-ply,31.5,Open,82.5,82.5,,,,,,,,,,530.0,2,359.02,355.05,341.63,61.42,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Peter Ako,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Jack Rowley,M,SBD,Single-ply,,Open,82.5,82.5,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Peter Kyriakos,M,SBD,Single-ply,27.5,Open,90.0,90,,,,,,,,,,775.0,1,501.12,494.76,474.17,85.52,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Michael Kane,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,710.0,4,459.09,453.26,434.4,78.35,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Rohan Smith,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,715.0,3,462.32,456.45,437.46,78.9,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Vince Simonetta,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,720.0,2,465.55,459.64,440.52,79.45,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Steven Ongia,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Carlo Zamolo,M,SBD,Single-ply,,Open,100.0,100,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
David Alpen,M,SBD,Single-ply,31.0,Open,100.0,100,,,,,,,,,,740.0,1,455.48,450.36,430.14,77.39,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Ralph Atchison,M,SBD,Single-ply,,Open,100.0,100,,,,,,,,,,601.0,2,369.92,365.76,349.34,62.85,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
John Mort,M,SBD,Single-ply,37.5,Open,100.0,100,,,,,,,,,,592.5,3,364.69,360.59,344.4,61.96,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Andrew Logan,M,SBD,Single-ply,27.5,Open,110.0,110,,,,,,,,,,690.0,3,408.66,406.06,388.09,69.09,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Hitoshi Nakamura #1,M,SBD,Single-ply,26.0,Open,110.0,110,,,,,,,,,,645.0,4,382.01,379.58,362.78,64.58,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Bill Crawford,M,SBD,Single-ply,,Open,110.0,110,,,,,,,,,,460.0,5,272.44,270.71,258.73,46.06,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
M. Rusterholz,M,SBD,Single-ply,,Open,110.0,110,,,,,,,,,,745.0,2,441.24,438.43,419.03,74.6,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Kevin Beverly,M,SBD,Single-ply,,Open,110.0,110,,,,,,,,,,775.0,1,459.01,456.08,435.9,77.6,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Dale Campbell,M,SBD,Single-ply,,Open,125.0,125,,,,,,,,,,670.0,1,379.73,381.8,365.37,63.77,Yes,Australia,SA,Australian Powerlifting Championships,PA,1994-07-23,Yes
Joanne Smith,F,SBD,Single-ply,16.0,Open,60.0,60,,,,,,,,,,230.0,1,254.97,256.42,226.56,42.72,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Catherine Hann,F,SBD,Single-ply,,Open,60.0,60,,,,,,,,,,215.0,2,238.34,239.7,211.79,39.93,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Dean Jenkirwon,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,520.0,1,373.06,370.53,358.02,63.89,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Sean Simpson #1,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,380.0,2,272.62,270.77,261.63,46.69,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Darren Drewett,M,SBD,Single-ply,,Open,75.0,75,,,,,,,,,,372.5,3,267.24,265.43,256.47,45.77,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Frank Papp,M,SBD,Single-ply,42.5,Open,82.5,82.5,,,,,,,,,,390.0,3,264.18,261.26,251.39,45.2,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Martin Kernick,M,SBD,Single-ply,,Open,90.0,90,,,,,,,,,,352.5,1,227.93,225.03,215.67,38.9,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Andrew Abrook,M,SBD,Single-ply,,Open,125.0,125,,,,,,,,,,435.0,1,246.54,247.88,237.22,41.4,Yes,Australia,SA,C & D Novice Grading Competition,PA,1996-02-11,Yes
Elizabeth Toolin,F,SBD,Single-ply,,Open,64.0,67.5,,,,,,,,,,345.0,1,367.53,366.15,323.25,61.74,Yes,Australia,SA,Mona Isa Improvers,PA,1998-02-28,Yes
Andrew Kracewitz,M,SBD,Single-ply,,Open,72.7,75,,,,,,,,,,345.0,1,252.58,251.34,243.18,43.25,Yes,Australia,SA,Mona Isa Improvers,PA,1998-02-28,Yes
Harry Hovasapian,M,SBD,Single-ply,49.5,Open,82.3,82.5,,,,,,,,,,515.0,1,349.34,345.5,332.48,59.77,Yes,Australia,SA,Mona Isa Improvers,PA,1998-02-28,Yes
Bemre,M,SBD,Single-ply,,Open,96.5,100,,,,,,,,,,260.0,1,162.59,160.61,153.52,27.67,Yes,Australia,SA,Mona Isa Improvers,PA,1998-02-28,Yes
Peter Langdon,M,SBD,Single-ply,,Open,125.0,125,,,,,,,,,,645.0,1,365.56,367.55,351.74,61.39,Yes,Australia,SA,Mona Isa Improvers,PA,1998-02-28,Yes
Natalia Zacharko,F,SBD,Single-ply,45.0,Open,60.15,67.5,,,,,,,,,,232.5,1,257.33,258.71,228.58,43.12,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Donna Jaensch,F,SBD,Single-ply,24.5,Open,93.35,90+,,,,,,,,,,305.0,1,267.65,259.79,224.98,46.15,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Michael Venning,M,SBD,Single-ply,,Open,59.4,60,,,,,,,,,,195.0,1,165.96,167.85,164.0,28.24,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Mick Bowden,M,SBD,Single-ply,,Open,66.85,67.5,,,,,,,,,,461.0,1,357.82,358.22,347.87,61.19,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Troy Frisby,M,SBD,Single-ply,,Open,68.35,75,,,,,,,,,,440.0,1,336.1,335.89,325.86,57.51,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
L. Angius,M,SBD,Single-ply,,Open,71.55,75,,,,,,,,,,542.5,2,401.44,399.89,387.17,68.73,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Dean Jenkinson,M,SBD,Single-ply,28.0,Open,72.7,75,,,,,,,,,,567.5,1,415.48,413.44,400.01,71.15,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Kevin Conway,M,SBD,Single-ply,39.0,Open,98.95,100,,,,,,,,,,730.0,1,451.4,446.17,426.23,76.73,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
M. Lukey,M,SBD,Single-ply,,Open,102.55,110,,,,,,,,,,597.5,1,363.86,360.11,343.85,61.74,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
S. Ciganovic,M,SBD,Single-ply,,Open,109.45,110,,,,,,,,,,,DQ,,,,,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
A. Abrook,M,SBD,Single-ply,,Open,133.15,125+,,,,,,,,,,515.0,1,286.32,290.07,276.68,47.96,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
B. Hamilton,M,B,Single-ply,,Open,58.0,60,,,,,,,,,,42.5,1,36.9,37.41,36.6,21.4,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Frank Papp Jr,M,B,Single-ply,,Open,62.2,67.5,,,,,,,,,,70.0,1,57.39,57.81,56.34,32.39,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Frank Papp Sr,M,B,Single-ply,,Open,80.7,82.5,,,,,,,,,,130.0,2,89.18,88.27,85.02,47.23,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Robert Withers,M,B,Single-ply,,Open,80.75,82.5,,,,,,,,,,117.5,3,80.58,79.75,76.81,42.67,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
D. Mannire,M,B,Single-ply,,Open,81.35,82.5,,,,,,,,,,140.0,1,95.6,94.59,91.07,50.56,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Allan Colquhoun,M,B,Single-ply,,Open,81.7,82.5,,,,,,,,,,85.0,4,57.9,57.28,55.14,30.6,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
J. Harrap,M,B,Single-ply,,Open,86.55,90,,,,,,,,,,125.0,1,82.48,81.47,78.21,43.23,Yes,Australia,SA,Golds Gym South Australia Competition,PA,1998-01-01,Yes
Silvana Venditto,F,B,Single-ply,,Open,48.0,48,,,,,,,,,,62.5,1,80.65,82.78,73.68,46.42,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Katie Rauschl,F,B,Single-ply,,Open,56.0,56,,,,,,,,,,50.0,2,57.96,58.83,52.04,32.7,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Dianne Ram,F,B,Single-ply,,Open,56.0,56,,,,,,,,,,57.5,1,66.65,67.65,59.84,37.61,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Elizabeth Evans #1,F,B,Single-ply,,Open,60.0,60,,,,,,,,,,70.0,1,77.6,78.04,68.95,43.6,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Antoinette Bennett,F,B,Single-ply,,Sub-Juniors,60.0,60,,,,,,,,,,63.5,1,70.39,70.8,62.55,39.55,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Natalie Smith #1,F,B,Single-ply,,Masters 1,60.0,60,,,,,,,,,,65.0,1,72.06,72.47,64.03,40.49,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Debbie Matthews,F,B,Single-ply,,Open,67.5,67.5,,,,,,,,,,60.0,1,61.94,61.24,54.02,34.75,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Pam Hancock,F,B,Single-ply,,Masters 1,67.5,67.5,,,,,,,,,,62.5,1,64.52,63.79,56.27,36.2,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Leanne Baldock,F,B,Single-ply,,Juniors,75.0,75,,,,,,,,,,47.5,1,46.26,45.16,39.72,26.05,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Julie Ann Holmes,F,B,Single-ply,28.5,Open,82.5,82.5,,,,,,,,,,105.0,1,97.45,94.5,82.72,55.21,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Donna Jaensch,F,B,Single-ply,19.5,Juniors,,90+,,,,,,,,,,57.5,1,,,,,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Daniel Thomas #1,M,B,Single-ply,,Sub-Juniors,52.0,52,,,,,,,,,,60.0,1,57.47,58.88,57.98,35.22,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Michael Venning,M,B,Single-ply,,Open,56.0,56,,,,,,,,,,80.0,1,71.6,72.83,71.4,42.19,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
David Graham,M,B,Single-ply,,Masters 3,60.0,60,,,,,,,,,,62.5,1,52.75,53.3,52.05,30.17,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Chris Gillies,M,B,Single-ply,,Juniors,67.5,67.5,,,,,,,,,,90.0,2,69.37,69.39,67.36,38.17,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Ashley Lukey,M,B,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,77.5,2,59.73,59.75,58.0,32.87,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Paul King,M,B,Single-ply,,Juniors,67.5,67.5,,,,,,,,,,110.0,1,84.78,84.81,82.33,46.65,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Michael Ticehurst,M,B,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,67.5,4,52.03,52.04,50.52,28.63,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Ricky Harker,M,B,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,80.0,1,61.66,61.68,59.87,33.93,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Travis George,M,B,Single-ply,,Sub-Juniors,67.5,67.5,,,,,,,,,,70.0,3,53.95,53.97,52.39,29.69,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Charlie McMahon,M,B,Single-ply,,Masters 2,67.5,67.5,,,,,,,,,,80.0,1,61.66,61.68,59.87,33.93,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
David Beames,M,B,Single-ply,,Open,67.5,67.5,,,,,,,,,,130.0,1,100.2,100.23,97.29,55.13,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Nick Butler,M,B,Single-ply,,Open,75.0,75,,,,,,,,,,130.0,1,93.26,92.63,89.51,50.05,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Geoff King,M,B,Single-ply,,Masters 1,75.0,75,,,,,,,,,,95.0,1,68.16,67.69,65.41,36.57,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Michael Arbon,M,B,Single-ply,,Open,75.0,75,,,,,,,,,,105.0,3,75.33,74.82,72.29,40.42,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
Michael Harrington,M,B,Single-ply,,Juniors,75.0,75,,,,,,,,,,135.0,1,96.85,96.2,92.95,51.97,,Australia,SA,Colossus Bench Press Challenge 2nd Qualifier,AusPF,1993-06-20,Yes
